manipulation	rank_name	id	Motility	day	mda	logit.motility	GSH.GSSG
after	S2	N566106	0.9072848	24	11.40694681	0.990592696	4.402216196
after	S1	N566109	0.79545456	24	8.244297182	0.589825574	0.571099327
after	S1	N566110	0.72571427	24	10.84588021	0.422562449	8.994264656
after	D	N566111	0.8115942	24	1.126716833	0.634244666	9.025954024
after	S3	N566112	0.8333333	24	5.270261879	0.6989699	5.296521881
after	D	N566113	0.82222223	24	5.547134036	0.66511176	5.211989129
after	S3	N566118	0.8901099	24	7.543106689	0.908485063	NA
after	S2	N566119	0.7160494	24	7.568633156	0.401700194	2.01864404
after	S1	N566121	0.78612715	24	41.32215071	0.565337139	3.215157691
after	D	N566125	NA	24	NA	NA	NA
after	S2	N566126	0.5068493	24	6.796149621	0.011899197	5.617197648
after	D	N566127	0.86440676	24	8.456487608	0.804480116	2.547729625
after	S3	N566128	0.7764706	24	6.640649689	0.540790364	4.617081879
after	S3	N566129	0.91735536	24	5.637424319	1.045322911	16.64820604
after	S3	N566130	0.61538464	24	8.423400687	0.204120028	0.671296266
after	S2	N566135	0.89403975	24	8.441439227	0.926213854	4.077438498
after	S1	N566137	0.85714287	24	11.18322289	0.778151296	0.979420699
after	S2	N566138	0.36842105	24	10.77616946	-0.234083211	1.348221872
after	D	N566139	0.7785714	24	8.998229307	0.546064732	3.227845081
after	S1	N566140	0.88135594	24	8.030116826	0.870905336	NA
after	S1	N566141	0.7741935	24	12.15838922	0.535113081	0.526240963
after	D	N566142	0.61538464	24	3.831618654	0.204120028	6.15577698
after	D	N566143	0.6	24	4.854908531	0.176091259	3.750342787
after	S3	N566144	0.64788735	24	4.428537749	0.264817873	7.43121847
after	S1	N566145	0.9375	24	7.583681536	1.176091259	2.712240363
after	S1	N566146	0.59	24	3.826602527	0.158068155	NA
after	S1	N566147	0.890625	24	3.545699424	0.910776816	7.394507395
after	S2	N566148	0.53061223	24	2.758167509	0.053245486	2.943498604
after	S2	N566149	0.8715596	24	6.981746314	0.831595441	0.762878331
after	S3	N566150	0.7830189	24	19.22109582	0.557350338	7.03004831
after	S3	N566153	0.5833333	24	5.316392201	0.146127976	5.760031205
after	D	N566160	0.69736844	24	4.864940785	0.362548073	1.65867903
after	S2	N566178	0.71428573	24	NA	0.397940042	NA
after	D	N566043	0.8787879	26	7.352939701	0.860338093	0.184905363
after	S2	N566045	0.80487806	26	5.597295304	0.615423984	2.575130642
after	S3	N566048	0.7473684	26	9.509874246	0.471047059	2.291143741
after	D	N566049	0.6865672	26	15.78558001	0.340538609	0.263193439
after	S3	N566050	0.8141593	26	13.42245319	0.641568555	3.963137791
after	S2	N566051	0.3392857	26	5.674812737	-0.289448151	7.896912112
after	S3	N566052	0.44117647	26	8.341325158	-0.102662343	2.444683624
after	D	N566054	0.44954127	26	4.541111143	-0.087955196	NA
after	S1	N566056	0.6935484	26	6.224310958	0.354714881	6.08131089
after	S3	N566057	0.35897437	26	12.67303841	-0.251811952	1.223071279
after	S3	N566059	0.44	26	3.069167373	-0.104735351	1.942403531
after	S2	N566060	0.7777778	26	7.88609017	0.5440681	0.623622489
after	S1	N566061	0.7866667	26	0.827523526	0.566732115	3.151921509
after	S2	N566062	0.9238095	26	13.61306601	1.0836816	4.573147147
after	S1	N566064	0.5151515	26	4.192779787	0.026328912	1.010786993
after	D	N566065	0.8023256	26	3.771425132	0.60840022	3.196345739
after	D	N566068	0.49056605	26	12.38913106	-0.016390395	1.414922152
after	S1	N566069	0.83739835	26	9.514890373	0.711807153	1.256253132
after	S1	N566070	0.48076922	26	5.988553199	-0.033423774	4.395121303
after	D	N566071	0.9111111	26	6.259424048	1.010723806	8.505195306
after	S2	N566072	0.8378378	26	9.760680588	0.713210323	1.367112222
after	S2	N566075	0.6666667	26	6.058778974	0.301030061	5.040760024
after	D	N566077	0.71428573	26	4.711073481	0.397940042	2.783390194
after	S3	N566078	0.6619718	26	5.908295169	0.291886556	0.438220649
after	S2	N566101	0.8979592	26	7.780258553	0.94448275	11.44221148
after	S3	N566103	0.943662	26	11.03097435	1.224015041	3.328809961
after	S1	N566104	0.8739496	26	8.937096914	0.84094216	NA
after	S2	N566106	0.7596899	26	5.179939371	0.499864328	4.157420855
after	S1	N566109	0.86538464	26	7.519742091	0.808114566	1.160153091
after	S1	N566110	0.8333333	26	2.701715563	0.6989699	19.78042669
after	D	N566111	0.475	26	4.130433525	-0.043465694	6.247797372
after	S3	N566112	0.64705884	26	6.889493016	0.263241466	7.982635915
after	D	N566113	0.6549296	26	5.466581832	0.278286912	7.322785153
after	S3	N566118	0.83076924	26	7.230760332	0.691001103	6.092392693
after	S2	N566119	0.60784316	26	7.187407515	0.19033174	2.931464853
after	S1	N566121	NA	26	NA	NA	NA
after	D	N566125	NA	26	NA	NA	NA
after	S2	N566126	0.75	26	1.137958537	0.477121255	10.36736683
after	D	N566127	0.5294118	26	4.17271528	0.051152584	NA
after	S3	N566128	0.4814815	26	7.192423642	-0.032184651	3.425975972
after	S3	N566129	0.73504275	26	7.413133223	0.443136791	3.873099677
after	S3	N566130	0.5365854	26	5.744989172	0.06366914	0.539439476
after	S2	N566135	0.7160494	26	2.953796456	0.401700194	4.874609686
after	S1	N566137	0.8	26	5.682569461	0.602059991	5.242426691
after	S2	N566138	0.64	26	5.893246788	0.249877473	2.085400161
after	D	N566139	0.91525424	26	8.190632885	1.033423771	6.586195046
after	S1	N566140	0.83928573	26	5.948424184	0.717855399	NA
after	S1	N566141	0.4516129	26	5.256198679	-0.084320891	2.888672766
after	D	N566142	0.16129032	26	5.145843888	-0.716003352	1.00448841
after	D	N566143	0.625	26	2.617715957	0.22184875	1.647393981
after	S3	N566144	0.47058824	26	3.751360624	-0.051152514	1.605347053
after	S1	N566145	0.775	26	7.618794424	0.537119184	3.923877171
after	S1	N566146	0.9195402	26	8.401310212	1.057991772	9.246464855
after	S1	N566147	0.8613139	26	4.694392472	0.79312852	3.898347258
after	S2	N566148	0.59090906	26	4.990343956	0.159700787	1.282667769
after	S2	N566149	0.87628865	26	2.301699965	0.85023764	0.464307935
after	S3	N566150	0.8080808	26	5.085650366	0.624336363	2.200833571
after	S3	N566153	0.5974026	26	5.291311567	0.171396143	1.429828773
after	D	N566160	0.8611111	26	3.279844701	0.792391649	1.776903337
after	S2	N566178	0.53333336	26	6.958921347	0.057991994	1.175496566
